
2018-07-10 17:23:05,127.0.0.1,Not get,Chrome,67.0.3396.99,windows,/,INSERT INTO session (`idhash`;`host`;`lastactivity`;`useragent`;`apiaccesstoken`;`visittime`) VALUES (YI1585OAXFRQ;127.0.0.1;/;Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/67.0.3396.99 Safari/537.36;I9WojSFxdk1DLmDwEKouwJmat8TXN1;2018-07-10 17:23:05)
2018-07-10 17:23:05,127.0.0.1,Not get,Chrome,67.0.3396.99,windows,/,INSERT INTO session (`idhash`;`host`;`lastactivity`;`useragent`;`apiaccesstoken`;`visittime`) VALUES (lk3Vj-QL5-op;127.0.0.1;/;Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML; like Gecko) Chrome/67.0.3396.99 Safari/537.36;wQw62NNIEx63TXKjFgxFtRLpAg3RkXEB;2018-07-10 17:23:05)
